Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%,Team,POS,ADP,rPTS,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId,value
Walker Buehler,18504,19374.0,sa658292,LAD ST,RP,10.53,10.0,3,41,10.7,93.396,LAD,SP,190.710006713867,526.23189125061,-30.4666940526347,16.8711655158394,-12.5955285367953,-19.0879215220338,,19374,0.0
Alex Verdugo,18408,17027.0,sa828699,NYY,OF,10.5,10.0,1,24,8.5,74.214,NYY,OF,310.239990234375,588.052680063247,-21.9123720577758,21.885622661012,0.973250603236217,0.960476727219663,,17027,0.0
Jorge Polanco,13217,13152.0,sa548087,SEA,2B/3B,10.4,10.0,1,22,9.6,83.019,SEA,2B/3B/DH,248.869995117187,624.517733252048,-16.8665968011377,15.7193073478921,-0.147289453245598,-0.696973946917109,10.0,13152,-10.14728945
Jonathan India,33619,21523.0,sa3008178,CIN,2B,10.21,10.0,1,26,7.9,81.447,CIN,2B/DH,276.019989013671,638.035002112388,-14.9961730724325,15.7193073478921,1.72313427545959,2.06774147348756,10.0,21523,-8.276865725
Yandy Diaz,18517,16578.0,sa823741,TBR,1B,10.17,10.0,3,38,16.5,96.855,TBR,1B/3B/DH,136.899993896484,803.92314196825,7.95825036198898,12.1782023409494,21.1364527029384,30.2058848247411,7.0,16578,14.1364527
Sean Murphy,31687,19352.0,sa873680,ATL,C,10.16,10.0,4,22,9.5,93.082,ATL,C/DH,141.669998168945,611.146446993946,-18.7168204934282,26.5235068337783,8.80668634035005,12.4516064375892,8.0,19352,0.8066863404
Riley Greene,36509,25976.0,sa3010694,DET,OF,10.03,9.0,5,31,19.1,96.226,DET,OF/DH,167.490005493164,734.017682409286,-1.71477099136715,21.885622661012,21.1708516696449,30.803216864706,,25976,0.0
Giancarlo Stanton,5201,4949.0,sa390316,NYY,OF,10.01,9.0,1,32,8.8,60.063,NYY,OF/DH,292.600006103515,526.46621748656,-30.4342696511889,21.885622661012,-7.54864699017684,-11.7321017948734,18.0,4949,-25.54864699
Wil Myers,8563,10047.0,sa501214,CIN AAA,1B/OF,10.0,10.0,10,10,1.6,0.314,,1B/OF,999.0,161.8964233011,-80.8808503073119,21.885622661012,-57.9952276462998,-86.1677404762913,,10047,0.0
Anthony Santander,23856,14551.0,sa659463,BAL,1B/OF,9.91,9.0,5,27,15.0,96.855,BAL,1B/OF/DH,143.809997558593,744.937482631206,-0.203766537817717,21.885622661012,22.6818561231943,33.03578463875,,14551,0.0
William Contreras,22391,20503.0,sa872847,MIL,C,9.86,9.0,5,26,15.4,96.226,MIL,C/DH,78.0800018310546,754.908072304725,1.1758928968814,26.5235068337783,28.6993997306597,40.8999069525283,10.0,20503,18.69939973
Rhys Hoskins,20350,16472.0,sa827179,MIL,Util,9.81,10.0,1,26,8.8,83.019,MIL,1B,189.399993896484,726.284903120994,-2.78477810738285,13.8090861894163,12.0243080820334,17.2888434228399,,16472,0.0
Josh Jung,37786,26299.0,sa3011468,TEX,3B,9.76,9.0,3,23,11.2,97.484,TEX,3B,131.330001831054,708.280823969841,-5.27605479986677,12.1782023409494,7.90214754108269,11.1331972132773,7.0,26299,0.9021475411
Hunter Greene,23824,22182.0,sa3005315,CIN,SP,9.75,9.0,5,24,17.8,96.226,CIN,SP,136.83999633789,666.24590473175,-11.0925485893638,16.8711655158394,6.77861692647556,9.49252700801613,11.0,22182,-4.221383074
Grayson Rodriguez,33612,24492.0,sa3008130,BAL,SP,9.67,9.0,4,30,20.4,97.799,BAL,SP,66.6999969482421,782.02814502716,4.92857608076657,16.8711655158394,22.7997415966059,32.570416569121,11.0,24492,11.7997416
Vinnie Pasquantino,37094,27676.0,sa1115762,KCR,1B,9.64,9.5,5,23,14.3,93.711,KCR,1B/DH,186.169998168945,748.022305369377,0.223089338760474,13.8090861894163,15.0321755281768,21.7330844130507,,27676,0.0
Lars Nootbaar,34601,21454.0,sa3006649,STL,OF,9.57,8.0,5,26,14.0,91.509,STL,OF,214.869995117187,600.281927227973,-20.220175629826,21.885622661012,2.66544703118602,3.45696016857688,13.0,21454,-10.33455297
David Bednar,31951,19569.0,sa915715,PIT,RP,9.57,9.0,5,29,13.0,97.17,PIT,RP,67.5400009155273,494.775039815902,-34.8194698952801,53.3888204665082,19.5693505712281,27.971518018562,6.0,19569,13.56935057
Spencer Steer,37216,26323.0,sa3010586,CIN,1B/2B/3B/OF,9.55,9.0,3,31,17.5,97.17,CIN,1B/2B/3B/OF/DH,116.400001525878,713.082225751876,-4.61167089828465,15.7193073478921,12.1076364496074,17.2442909121353,12.0,26323,0.1076364496
Charlie Morton,1427,4676.0,sa202429,ATL,SP,9.55,9.0,1,28,7.5,68.239,ATL,SP,232.25,633.085240554809,-15.6810859467996,16.8711655158394,2.19007956903975,2.75838879107537,,4676,0.0
Justin Steele,21039,17312.0,sa828960,CHC,SP,9.54,9.0,3,38,19.8,97.799,CHC,SP,99.2699966430664,805.921052742004,8.23470707507768,16.8711655158394,26.105872590917,37.2492034521888,15.0,17312,11.10587259
Royce Lewis,23796,20437.0,sa3004259,MIN,3B,9.47,9.0,3,31,19.0,97.799,MIN,3B/DH,55.060001373291,766.746456480026,2.81400447842859,12.1782023409494,15.992206819378,22.8471970757491,6.0,20437,9.992206819
Cole Ragans,23625,21846.0,sa917938,KCR,SP/RP,9.46,9.0,3,29,18.7,97.484,KCR,SP,96.4300003051757,748.800023882836,0.330704506946903,16.8711655158394,18.2018700227863,26.016537379838,23.0,21846,-4.798129977
Triston Casas,33651,22514.0,sa3007634,BOS,1B,9.45,9.0,3,31,17.1,97.799,BOS,1B,109.599998474121,797.935567891597,7.12973235690515,13.8090861894163,21.9388185463214,31.347423361134,5.0,22514,16.93881855
Ke'Bryan Hayes,18548,18577.0,sa874730,PIT,3B,9.44,9.0,3,20,12.6,90.252,PIT,3B,159.649993896484,682.304947710037,-8.87041219796502,12.1782023409494,4.30779014298445,5.88738842508369,,18577,0.0
Ryan Pressly,5735,7005.0,sa390190,HOU,RP,9.33,8.0,1,24,7.0,65.723,HOU,RP,302.290008544921,411.489474344253,-46.3439353421323,53.3888204665082,8.04488512437585,11.4090914249636,,7005,0.0
Dylan Crews,43950,,sa3022882,WSN ST,OF,9.32,9.0,2,28,9.4,89.308,WSN,OF,999.0,146.486575010418,-83.0131557453731,21.885622661012,-60.127533084361,-94.757722946058,9.0,sa3022882,-69.12753308
Bryce Miller,40550,29837.0,sa3017414,SEA,SP,9.29,9.0,3,27,14.5,90.881,SEA,SP,176.029998779296,610.10437374115,-18.8610151942379,16.8711655158394,-0.989849678398508,-1.94008019417061,,29837,0.0
Jhoan Duran,22559,21029.0,sa873347,MIN,RP,9.17,9.0,5,22,13.8,96.541,MIN,RP,50.9500007629394,556.519160604477,-26.2757566774546,53.3888204665082,28.1130637890535,40.0760697217284,11.0,21029,17.11306379
Christian Walker,18389,13419.0,sa503826,ARI,1B,9.15,9.0,5,20,11.0,96.541,ARI,1B,97.6500015258789,800.345841407775,7.46324889962601,13.8090861894163,22.2723350890423,31.8214314604281,10.0,13419,12.27233509
Ryan McMahon,18328,15112.0,sa737539,COL,2B/3B,9.11,9.0,1,19,7.6,76.73,COL,2B/3B,228.210006713867,693.635560894012,-7.30256236239154,15.7193073478921,9.41674498550058,13.4360676587245,,15112,0.0
David Dahl,18165,13744.0,sa657861,PHI ST,OF,9.0,9.0,9,9,1.6,0.314,PHI,OF,999.0,5.7953255421482,-102.481012317992,21.885622661012,-79.5953896569802,-118.08281889045,,13744,0.0
Alec Bohm,33609,21618.0,sa3007284,PHI,1B/3B,9.0,9.0,3,20,11.3,89.937,PHI,1B/3B,170.380004882812,667.870012664794,-10.8678160603795,12.1782023409494,2.31038628056989,2.93379184784358,5.0,21618,-2.689613719
Kyle Muller,32575,20167.0,sa917931,OAK,SP/RP,9.0,9.0,3,15,2.2,0.943,OAK,SP/RP,749.099975585937,192.07695903778,-76.704681972557,16.8711655158394,-58.8335164567176,-87.4063447564335,,20167,0.0
Miguel Rojas,4475,7802.0,sa455627,LAD,SS,9.0,9.0,9,9,1.2,0.314,LAD,SS,735.52001953125,235.711261922121,-70.6668768254065,14.934803001757,-54.7320738236495,-81.3463039483683,,7802,0.0
Dakota Hudson,23707,19206.0,sa738673,COL,SP/RP,9.0,9.0,5,13,3.3,0.629,COL,SP,746.700012207031,318.220821714401,-59.2497895369158,16.8711655158394,-41.3786240210764,-61.6160631595292,,19206,0.0
Andrew Vaughn,37469,26197.0,sa3011226,CHW,1B,8.96,9.0,1,19,6.9,73.27,CHW,1B/DH,242.160003662109,691.255235743522,-7.63193486282115,13.8090861894163,7.17715132659517,10.1269810322224,,26197,0.0
Lourdes Gurriel Jr.,23722,19238.0,sa908697,ARI,OF,8.94,9.0,2,25,9.9,85.849,ARI,OF/DH,236.979995727539,646.094585037231,-13.8809451886162,21.885622661012,9.00467747239583,12.7398946443633,10.0,19238,-0.9953225276
Jose Berrios,18201,14168.0,sa657852,TOR,SP,8.93,8.0,3,27,12.0,90.566,TOR,SP,165.570007324218,736.478169441223,-1.3743062587163,16.8711655158394,16.4968592571231,23.5721552820448,9.0,14168,7.496859257
Paul Sewald,23838,13892.0,sa658150,ARI,RP,8.81,8.0,3,22,8.9,92.453,ARI,RP,84.5599975585937,457.887206554412,-39.9237464577775,53.3888204665082,14.4650740087306,20.6493043247794,7.0,13892,7.465074009
Tyler O'Neill,19296,15711.0,sa737633,BOS,OF,8.78,9.0,1,18,9.9,74.528,BOS,OF,216.080001831054,614.47350487709,-18.2564458367056,21.885622661012,4.62917682430648,6.36224973078072,,15711,0.0
Salvador Perez,8626,7304.0,sa392995,KCR,C/1B,8.75,8.0,1,20,5.0,68.868,KCR,C/1B/DH,130.58999633789,611.001206935942,-18.7369177818418,26.5235068337783,8.78658905193643,12.5049877889113,,7304,0.0
Tommy Edman,31703,19470.0,sa873704,STL,2B/SS/OF,8.61,9.0,1,20,3.7,71.384,STL,2B/SS/OF,184.300003051757,529.800752735138,-29.9728603297066,14.934803001757,-14.0380573279496,-21.219313844999,,19470,0.0
Jordan Walker,38366,27475.0,sa3014464,STL,OF,8.61,7.0,4,32,17.3,97.799,STL,OF/DH,124.779998779296,661.736645150184,-11.7165079266674,21.885622661012,11.1691147343446,15.8846047451016,6.0,27475,5.169114734
CJ Abrams,36922,25768.0,sa3010152,WSN,SS,8.55,8.0,3,37,12.9,95.283,WSN,SS,40.560001373291,671.206542539596,-10.4061307366768,14.934803001757,5.52867226508015,7.66324785254439,10.0,25768,-4.471327735
Matt McLain,40371,29695.0,sa3017154,CIN ST,2B/SS,8.55,8.0,3,23,12.6,97.484,CIN,2B/SS,70.5100021362304,746.174130177497,-0.032648027227556,14.934803001757,15.9021549745294,22.7177626279367,9.0,29695,6.902154975
Andres Gimenez,23705,19950.0,sa917114,CLE,2B,8.54,8.0,1,23,9.9,91.195,CLE,2B,101.650001525878,699.501006913185,-6.49094357112159,15.7193073478921,10.2283637767705,14.5193290645313,5.0,19950,5.228363777
Steven Kwan,35824,24610.0,sa3008536,CLE,OF,8.42,8.0,3,19,10.1,90.252,CLE,OF,213.25,669.040717649459,-10.7058222134527,21.885622661012,12.1798004475593,17.3487415402887,12.0,24610,0.1798004476
Zach Eflin,23612,13774.0,sa657853,TBR,SP,8.4,8.0,3,36,22.2,97.799,TBR,SP,78.0999984741211,809.163928013853,8.68343313951915,16.8711655158394,26.5545986553585,37.8820694356185,10.0,13774,16.55459866
Nico Hoerner,33627,21479.0,sa3007867,CHC,2B/SS,8.32,8.0,3,23,11.8,96.541,CHC,2B/SS,65.370002746582,733.143770647048,-1.83569669860672,14.934803001757,14.0991063031502,20.1216778006691,7.0,21479,7.099106303
Nathan Eovaldi,9335,9132.0,sa455169,TEX,SP,8.32,8.0,3,18,9.7,91.824,TEX,SP,202.050003051757,624.688558578491,-16.8429592048641,16.8711655158394,1.02820631097529,1.04167482777048,9.0,9132,-7.971793689
Isaac Paredes,23831,20036.0,sa920275,TBR,1B/2B/3B,8.3,8.0,3,21,12.1,97.484,TBR,1B/2B/3B,188.27000427246,665.882526880502,-11.1428302374158,15.7193073478921,5.57647711047627,7.73328749981823,7.0,20036,-1.42352289
Eury Perez,38559,27768.0,sa3014807,MIA,SP,8.24,8.0,4,25,16.2,97.799,MIA,SP,76.7600021362304,661.586929321289,-11.7372245404909,16.8711655158394,6.13394097534843,8.54957956157014,11.0,27768,-4.866059025
MJ Melendez,26472,22197.0,sa3004139,KCR,C/OF,8.24,8.0,4,21,11.0,91.509,KCR,C/OF/DH,297.440002441406,666.372708916664,-11.0750023262235,26.5235068337783,16.4485045075547,23.502720328324,6.0,22197,10.44850451
Taylor Ward,22048,17548.0,sa858832,LAA,OF,8.12,8.0,1,26,7.3,80.189,LAA,OF,230.479995727539,693.552471089363,-7.31405973984516,21.885622661012,15.5715629211669,22.5300502383245,,17548,0.0
Hunter Brown,37201,25880.0,sa3010571,HOU,SP,8.12,7.0,4,23,14.6,96.226,HOU,SP,169.160003662109,692.594986343383,-7.44654968343186,16.8711655158394,10.4246158324075,14.8043374588302,6.0,25880,4.424615832
Mason Miller,40862,31757.0,sa3017934,OAK,SP,8.11,8.0,3,17,10.8,93.082,OAK,SP,214.059997558593,422.279026269912,-44.8509537234075,16.8711655158394,-26.979788207568,-41.4448219763151,10.0,31757,-36.97978821
Reid Detmers,38328,27468.0,sa3014425,LAA,SP,8.07,8.0,1,20,5.7,85.22,LAA,SP,229.679992675781,663.863832664489,-11.4221628157378,16.8711655158394,6.44900270010158,9.01055098085331,8.0,27468,-1.5509973
Ryan Helsley,22651,18138.0,sa874172,STL,RP,8.04,7.0,3,28,13.3,94.34,STL,RP,93.6800003051757,482.631509447097,-36.4998054413686,53.3888204665082,17.8890150251396,25.5685853044044,7.0,18138,10.88901503
Pete Fairbanks,20435,17998.0,sa827454,TBR,RP,8.02,7.0,4,23,11.4,94.654,TBR,RP,89.5999984741211,484.533372926712,-36.236639071166,53.3888204665082,18.1521813953422,25.9454093298626,6.0,17998,12.1521814
Jackson Holliday,42126,,sa3020241,BAL ST,2B/SS,8.01,7.0,1,31,18.1,97.799,BAL,SS,194.710006713867,526.569863176345,-30.4199278962415,14.934803001757,-14.4851248944845,-22.2139185218184,7.0,sa3020241,-21.48512489
Nick Lodolo,36686,26378.0,sa917947,CIN ST,SP,8.0,8.0,2,18,7.8,91.195,CIN,SP,251.0,498.595077705383,-34.2908801641102,16.8711655158394,-16.4197146482708,-25.1618021850073,6.0,26378,-22.41971465
Luke Voit,23799,14811.0,sa502753,NYM ST,1B,8.0,8.0,8,8,1.9,0.314,NYM,1B/DH,999.0,111.657125203683,-87.8326078143781,13.8090861894163,-73.0235216249618,-108.372628593467,,14811,0.0
Josh Naylor,22655,18839.0,sa874243,CLE,1B,7.98,8.0,4,19,9.6,96.541,CLE,1B/DH,124.949996948242,723.43943567574,-3.17851369730499,13.8090861894163,11.6305724921113,16.5534365421058,9.0,18839,2.630572492
Andres Munoz,33259,20373.0,sa919548,SEA,RP,7.97,7.0,5,19,11.4,95.912,SEA,RP,84.3799972534179,510.174384021759,-32.6886179379263,53.3888204665082,21.7002025285818,31.0081150806511,7.0,20373,14.70020253
Nolan Jones,23870,20529.0,sa917941,COL,1B/OF,7.93,7.0,3,31,20.8,97.799,COL,1B/OF,57.1699981689453,822.195336651802,10.4866269789482,21.885622661012,33.3722496399603,47.4343913675209,7.0,20529,26.37224964
Nolan Gorman,33623,22263.0,sa3007017,STL,2B/3B,7.9,8.0,3,22,11.7,97.17,STL,2B/3B/DH,191.729995727539,660.256865727901,-11.9212693006761,15.7193073478921,4.79803804721602,6.59201228909313,9.0,22263,-4.201961953
Jorge Soler,18162,14221.0,sa658226,SFG,OF,7.87,7.0,3,31,15.5,95.597,SFG,OF/DH,170.240005493164,717.002224647998,-4.06924927246962,21.885622661012,18.8163733885424,27.324383746294,,14221,0.0
Ryan Mountcastle,22670,18373.0,sa874734,BAL,1B,7.85,9.0,1,19,4.5,75.786,BAL,1B/DH,244.509994506835,647.570321297645,-13.6767432786514,13.8090861894163,1.13234291076491,1.19554179142414,,18373,0.0
Anthony Volpe,36683,27647.0,sa3010868,NYY,SS,7.81,7.0,4,20,8.9,94.025,NYY,SS,127.790000915527,638.478514313697,-14.934803001757,14.934803001757,1.0,1.0,,27647,0.0
Nestor Cortes,19816,17874.0,sa738684,NYY,SP,7.73,8.0,1,22,5.7,74.843,NYY,SP,243.27000427246,563.730252957344,-25.2779368969914,16.8711655158394,-7.40677138115203,-11.4213312708817,,17874,0.0
Merrill Kelly,17763,11156.0,sa552177,ARI,SP,7.64,7.0,3,22,12.6,94.654,ARI,SP,145.300003051757,772.662759017944,3.63266043381826,16.8711655158394,21.5038259496576,30.7287598605708,6.0,11156,15.50382595
Wyatt Langford,43896,,sa3022654,TEX ST,OF,7.62,7.0,2,38,19.2,96.226,TEX,OF,153.830001831054,648.034775996208,-13.6124753338412,21.885622661012,9.27314732717082,13.1306363870265,5.0,sa3022654,4.273147327
Matt Chapman,18378,16505.0,sa828672,SFG,3B,7.6,7.0,1,24,7.7,66.038,SFG,3B,277.920013427734,686.986557793617,-8.22260422141693,12.1782023409494,4.95559811953253,6.84454987408703,,16505,0.0
Lucas Giolito,18195,15474.0,sa657908,BOS,SP,7.58,6.0,1,28,2.2,35.22,BOS,SP,261.160003662109,174.754126709699,-79.1016925646811,16.8711655158394,-61.2305270488416,-90.9480210165182,,15474,0.0
Justin Turner,3013,5235.0,sa326827,TOR,1B/2B/3B,7.55,7.0,2,18,9.5,83.333,TOR,1B/2B/3B/DH,250.779998779296,576.924453058838,-23.4522171302175,15.7193073478921,-6.73290978232542,-10.5083732798289,3.0,5235,-9.732909782
Marcus Stroman,18184,13431.0,sa501969,NYY,SP,7.49,7.0,1,19,7.4,83.648,NYY,SP,266.019989013671,642.251962661743,-14.4126600006707,16.8711655158394,3.45850551516864,4.62425736590006,8.0,13431,-4.541494485
Alex Lange,27164,19883.0,sa3005280,DET,RP,7.38,7.0,1,21,7.0,77.673,DET,RP,180.130004882812,422.217318105697,-44.8594924612098,53.3888204665082,9.52932800529834,13.5033116182586,4.0,19883,5.529328005
Evan Carter,38389,27790.0,sa3014490,TEX,OF,7.23,7.0,1,25,18.3,97.484,TEX,OF,133.410003662109,688.096662616729,-8.06899579474787,21.885622661012,14.8166268662642,21.155814869264,5.0,27790,9.816626866
Vaughn Grissom,37320,26031.0,sa3010711,BOS ST,2B/SS,7.22,7.0,1,16,7.2,78.616,BOS,SS,243.02000427246,588.339632177352,-21.8726656608128,14.934803001757,-5.93786265905585,-9.2509615752396,,26031,0.0
Alexis Diaz,22926,21132.0,sa875576,CIN,RP,7.17,7.0,2,18,8.9,95.912,CIN,RP,76.7900009155273,476.378822278976,-37.3650079144612,53.3888204665082,17.0238125520469,24.3284347355945,8.0,21132,9.023812552
Francisco Alvarez,37427,26121.0,sa3010862,NYM,C,7.15,7.0,3,15,8.4,96.226,NYM,C/DH,150.110000610351,554.728707766532,-26.5235068337783,26.5235068337783,1.0,1.0,6.0,26121,-5.0
Jeremy Pena,35939,21636.0,sa876320,HOU,SS,7.15,7.0,1,24,5.5,73.585,HOU,SS,211.970001220703,627.579526090621,-16.4429276386155,14.934803001757,-0.508124636858539,-1.2314399947503,5.0,21636,-5.508124637
Trevor Story,18153,12564.0,sa597765,BOS,SS,7.12,7.0,1,19,7.1,78.616,BOS,SS/DH,176.139999389648,562.100777423381,-25.5034121564952,14.934803001757,-9.56860915473819,-14.7704131783848,5.0,12564,-14.56860915
J.D. Martinez,5903,6184.0,sa502044,FA,Util,7.09,7.0,1,28,2.8,73.585,,DH,256.890014648437,586.846869391203,-22.0792235805665,12.1782023409494,-8.90102123961704,-13.6291434798678,,6184,0.0
MacKenzie Gore,23810,22201.0,sa3005068,WSN,SP,7.08,7.0,1,15,6.3,80.818,WSN,SP,278.369995117187,562.492959213256,-25.4491448238463,16.8711655158394,-7.57797930800693,-11.6742976332636,,22201,0.0
Edward Cabrera,33325,21690.0,sa920423,MIA,SP,7.03,7.0,1,15,4.4,87.421,MIA,SP,288.920013427734,585.071008300781,-22.3249546344301,16.8711655158394,-4.45378911859071,-7.09923251425576,7.0,21690,-11.45378912
Jesus Aguilar,9974,11342.0,sa505981,ATL CPX,1B,7.0,7.0,7,7,1.4,0.314,,1B/DH,999.0,109.120793888904,-88.1835673405988,13.8090861894163,-73.3744811511824,-108.891184926238,,11342,0.0
Heliot Ramos,23834,22515.0,sa3004693,,OF,7.0,7.0,7,7,1.0,0.629,,OF,750.710021972656,37.1989908576011,-98.1355959930513,21.885622661012,-75.2499733320392,-111.662297475653,,22515,0.0
Eric Haase,29522,14111.0,sa601042,MIL ST,C/OF,7.0,7.0,7,7,1.8,0.314,MIL,C/OF/DH,698.080017089843,101.760606473684,-89.2020178376171,26.5235068337783,-61.6785110038388,-91.609934711654,,14111,0.0
Spencer Howard,26964,23252.0,sa3004923,SFG ST,RP,7.0,7.0,7,7,1.7,0.314,SFG,RP,999.0,155.52602982521,-81.762340143876,53.3888204665082,-27.3735196773677,-40.9229774730916,,23252,0.0
Billy McKinney,18436,15654.0,sa737528,PIT,1B/OF,7.0,7.0,7,7,1.4,0.314,PIT,OF,999.0,48.1938350334763,-96.6142074897634,21.885622661012,-73.7285848287513,-109.414386864759,,15654,0.0
Max Stassi,8542,10059.0,sa501262,CHW,Util,7.0,7.0,7,7,2.2,0.314,CHW,C,604.400024414062,198.529066953063,-75.8118850718222,26.5235068337783,-48.2883782380439,-71.8254934197302,,10059,0.0
Omar Narvaez,9639,13338.0,sa504967,NYM,C,7.0,7.0,7,7,1.6,0.314,NYM,C,719.0,203.941203135252,-75.0629920785156,26.5235068337783,-47.5394852447373,-70.7189749318885,,13338,0.0
Michael A. Taylor,12139,11489.0,sa501492,FA,OF,7.0,7.0,7,7,1.0,0.314,,OF,605.619995117187,341.260520803928,-56.0617194966936,21.885622661012,-33.1760968356815,-49.4965106216034,,11489,0.0
Carlos Carrasco,1735,6632.0,sa254892,CLE,SP,7.0,7.0,7,7,1.8,0.314,CLE,SP,732.52001953125,225.344175171852,-72.1014007115253,16.8711655158394,-54.2302351956859,-80.6048178819771,,6632,0.0
Jacob Stallings,27620,13723.0,sa526927,COL,C/RP,7.0,7.0,7,7,1.4,0.314,COL,P/C,707.169982910156,165.347383195161,-80.4033309696889,26.5235068337783,-52.8798241359106,-78.6095330853739,,13723,0.0
Bryson Stott,37531,26294.0,sa3011443,PHI,2B,6.93,7.0,3,17,10.9,94.969,PHI,2B,108.860000610351,645.526829600333,-13.9595071564402,15.7193073478921,2.75980019145189,3.59592794479272,4.0,26294,-1.240199809
Evan Phillips,30979,17734.0,sa658921,LAD,RP,6.9,6.0,3,19,10.8,94.969,LAD,RP,89.0800018310546,483.524321937561,-36.3762643855014,53.3888204665082,18.0125560810067,25.7455045065136,7.0,17734,11.01255608
Clay Holmes,23790,13649.0,sa598167,NYY,RP,6.87,6.0,2,17,8.5,95.597,NYY,RP,103.059997558593,492.425144958496,-35.144631667726,53.3888204665082,19.2441887987822,27.5071022624269,5.0,13649,14.2441888
Shane Baz,23794,22264.0,sa3004765,TBR,RP,6.85,7.0,3,17,9.9,94.025,TBR,SP,251.220001220703,391.364771270752,-49.1286489222746,16.8711655158394,-31.2574834064352,-48.1345368312438,7.0,22264,-38.25748341
Christopher Morel,26080,21897.0,sa3003171,CHC,2B/OF,6.84,6.0,3,18,10.2,95.283,CHC,2B/3B/OF/DH,191.429992675781,647.665907239913,-13.6635167743629,21.885622661012,9.2221058866491,13.14848082955,,21897,0.0
Kyle Bradish,35874,24586.0,sa3008605,BAL,SP,6.81,6.0,2,16,11.4,96.226,BAL,SP,310.890014648437,403.716387271881,-47.4195199632324,16.8711655158394,-29.548354447393,-45.4551328699745,3.0,24586,-32.54835445
Keibert Ruiz,22219,19610.0,sa872528,WSN,C,6.75,7.0,1,14,4.9,87.736,WSN,C/DH,170.050003051757,536.355131474137,-29.0659119182331,26.5235068337783,-1.54240508445484,-2.76539832519358,7.0,19610,-8.542405084
Jasson Dominguez,37635,28080.0,sa3014696,NYY,OF,6.71,6.0,2,21,11.4,94.969,NYY,OF,414.700012207031,198.329760318994,-75.8394637093045,21.885622661012,-52.9538410482924,-82.926789667285,5.0,28080,-57.95384105
Craig Kimbrel,5677,6655.0,sa454499,BAL,RP,6.65,6.0,1,17,7.0,84.906,BAL,RP,106.970001220703,452.850676345825,-40.6206657622476,53.3888204665082,13.7681547042605,19.8654445456984,,6655,0.0
Daulton Varsho,23833,19918.0,sa3002838,TOR,OF,6.64,7.0,1,17,4.8,62.893,TOR,OF,215.190002441406,610.204868769645,-18.8471094054386,21.885622661012,4.03851325557345,5.48952136405918,,19918,0.0
Brendan Donovan,34619,24679.0,sa3006675,STL,1B/2B/OF,6.63,6.0,1,17,4.9,83.019,STL,1B/2B/3B/OF/DH,293.130004882812,595.69928959608,-20.8542885009474,21.885622661012,2.03133416006459,2.52237725547561,5.0,24679,-2.96866584
Brayan Bello,33767,23920.0,sa3005436,BOS,SP,6.6,6.0,3,15,9.7,93.082,BOS,SP,220.399993896484,662.032831764221,-11.6755237251439,16.8711655158394,6.19564179069547,8.63987607963545,6.0,23920,0.1956417907
Yuki Matsui,44528,,sa3023348,SDP ST,RP,6.58,6.0,1,19,7.4,55.66,SDP,RP,270.760009765625,435.535486602783,-43.0166188276957,53.3888204665082,11.3722016388124,16.3253308223563,,sa3023348,0.0
Bobby Miller,38335,27483.0,sa3014422,LAD,SP,6.54,6.0,3,25,16.1,97.799,LAD,SP,70.0599975585937,732.130929756164,-1.97584643264591,16.8711655158394,15.8953190831935,22.7079363062545,7.0,27483,8.895319083
Brandon Pfaadt,38699,27782.0,sa3014983,ARI,SP,6.53,6.0,2,15,10.3,94.34,ARI,SP,197.919998168945,580.614753341674,-22.9415795682677,16.8711655158394,-5.07041405242835,-7.9692725635053,,27782,0.0
Zack Gelof,40456,29766.0,sa3017286,OAK,2B,6.51,6.0,3,18,8.0,96.226,OAK,2B,136.669998168945,662.681519651412,-11.5857628992505,15.7193073478921,5.13354444864154,7.08410236941416,3.0,29766,2.133544449
Thairo Estrada,19982,16426.0,sa739620,SFG,2B/SS,6.5,6.0,1,24,7.2,91.195,SFG,2B/SS,134.789993286132,616.513440823554,-17.9741739784827,14.934803001757,-2.03937097672574,-3.50350836868372,5.0,16426,-7.039370977
Jared Walsh,20347,18607.0,sa827173,,1B/OF,6.5,6.5,3,10,1.1,0.629,,1B/OF,731.97998046875,141.422496014833,-83.7138870554657,21.885622661012,-60.8282643944536,-90.3536623190449,,18607,0.0
Tanner Bibee,40978,30134.0,sa3018170,CLE,SP,6.48,6.0,3,19,11.5,96.226,CLE,SP,105.129997253417,754.85042552948,1.16791614525971,16.8711655158394,19.0390816610991,27.2140138406946,10.0,30134,9.039081661
Gabriel Moreno,26134,22664.0,sa3003226,ARI,C,6.48,6.0,1,13,5.5,90.881,ARI,C,153.860000610351,554.542565596103,-26.5492638662144,26.5235068337783,0.974242967563868,0.961942984061475,,22664,0.0
Cal Raleigh,33654,21534.0,sa3008377,SEA,C,6.45,6.0,3,15,7.9,96.541,SEA,C/DH,138.210006713867,586.937022823095,-22.0667487885077,26.5235068337783,5.4567580452706,7.55787349996,5.0,21534,0.4567580453
Mitch Keller,20936,17594.0,sa828700,PIT,SP,6.44,6.0,3,20,13.6,95.597,PIT,SP,163.429992675781,793.56088104248,6.52439423921401,16.8711655158394,24.3955597550534,34.8323073976014,9.0,17594,15.39555976
