Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%,Team,POS,ADP,rPTS,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId,value
Jordan Westburg,38398,27815.0,sa3014499,BAL,2B/SS/3B,4.42,4.0,1,13,4.7,89.308,BAL,2B/3B,316.410003662109,495.399553084373,-34.7330541815506,15.7193073478921,-18.0137468336585,-27.5988598915622,6.0,27815,-24.01374683
J.P. Crawford,18272,15491.0,sa737507,SEA,SS,4.41,4.0,1,12,2.8,91.195,SEA,SS,269.809997558593,685.87238124609,-8.37677606441224,14.934803001757,7.55802693734477,10.6310462528315,3.0,15491,4.558026937
Nelson Velazquez,27081,23359.0,sa3005129,KCR,OF,4.39,4.0,1,15,3.8,73.899,KCR,OF/DH,284.649993896484,526.397106432914,-30.4438327482901,21.885622661012,-7.55821008727804,-11.7464589696026,4.0,23359,-11.55821009
Jon Gray,18244,14916.0,sa549112,TEX,SP,4.38,4.0,1,14,3.4,60.063,TEX,SP,313.329986572265,624.4847158432,-16.8711655158394,16.8711655158394,1.0,1.0,,14916,0.0
Tanner Scott,21075,17586.0,sa829027,MIA,RP,4.38,4.0,3,15,9.1,96.855,MIA,RP,98.5100021362304,530.824118709564,-29.8312542093066,53.3888204665082,24.5575662572016,35.8072192224107,,17586,0.0
DJ LeMahieu,4953,9874.0,sa500845,NYY,1B/2B/3B,4.35,4.0,1,19,2.1,53.774,NYY,1B/2B/3B,342.559997558593,527.90687328577,-30.2349219264687,15.7193073478921,-13.5156145785766,-20.4473843888726,,9874,0.0
Ezequiel Duran,27162,23733.0,sa3005271,TEX,SS/3B/OF,4.34,4.0,1,13,3.8,72.642,TEX,2B/3B/SS/OF/DH,340.58999633789,318.643858492374,-59.1912527100012,14.934803001757,-43.2564497082442,-67.1952328636155,3.0,23733,-46.25644971
Wade Meckler,42347,31490.0,sa3020119,SFG ST,OF,4.33,4.0,3,6,3.3,0.943,SFG,OF,748.159973144531,90.5098345696926,-90.7588198035245,21.885622661012,-67.8731971425124,-100.76282410985,,31490,0.0
Christian Vazquez,5723,9774.0,sa455056,MIN,C,4.33,5.0,3,6,1.4,2.83,MIN,C/1B,502.209991455078,231.689455862343,-71.2233858039717,26.5235068337783,-43.6998789701933,-65.0458075143952,,9774,0.0
Tyler Anderson,15081,12880.0,sa578009,LAA,SP,4.32,5.0,1,10,1.6,5.975,LAA,SP,587.429992675781,515.697158432006,-31.9244156118543,16.8711655158394,-14.0532500960149,-21.2417617499681,,12880,0.0
Robert Stephenson,18135,13594.0,sa597792,LAA,RP,4.31,4.0,1,15,3.5,72.013,LAA,RP,226.83999633789,390.438963127136,-49.2567556824448,53.3888204665082,5.13206478406339,7.08193280391303,3.0,13594,2.132064784
Curtis Mead,35725,23986.0,sa3008392,TBR,3B,4.3,4.0,1,10,2.2,81.447,TBR,3B,509.489990234375,179.029054766893,-78.5101583605977,12.1782023409494,-65.3319560196482,-103.446130108909,3.0,23986,-68.33195602
James Wood,40188,,sa3016870,WSN ST,OF,4.3,4.0,1,17,7.2,95.597,WSN,OF,999.0,155.8724966228,-81.7143985274062,21.885622661012,-58.8287758663941,-92.6034159637393,6.0,sa3016870,-64.82877587
Abner Uribe,35602,25327.0,sa3008177,MIL,RP,4.29,4.0,1,13,3.8,82.39,MIL,RP,504.940002441406,371.58623919487,-51.8654618166476,53.3888204665082,2.52335864986053,3.25082157898385,,25327,0.0
Colton Cowser,39978,29591.0,sa3017018,BAL ST,OF,4.27,4.0,1,11,4.9,86.792,BAL,OF,498.410003662109,216.402896112203,-73.3386314488091,21.885622661012,-50.453008787797,-75.0238191405695,,29591,0.0
Matt Wallner,37174,26466.0,sa918808,MIN,OF,4.25,4.0,1,10,4.5,75.786,MIN,OF/DH,316.809997558593,531.070984411239,-29.7970946855901,21.885622661012,-6.91147202457803,-10.7760837199119,3.0,26466,-9.911472025
Marco Luciano,33646,25616.0,sa3010022,SFG,SS,4.24,4.0,1,12,2.3,62.264,SFG,SS,467.679992675781,426.479540765285,-44.2697163398731,14.934803001757,-28.334913338116,-43.5581306658883,5.0,25616,-33.33491334
Ty France,23201,17982.0,sa876140,SEA,1B,4.22,2.0,1,19,2.6,41.195,SEA,1B,311.869995117187,646.613899135589,-13.8090861894163,13.8090861894163,1.0,1.0,,17982,0.0
Adbert Alzolay,18751,17859.0,sa735853,CHC,RP,4.22,4.0,3,17,8.9,94.34,CHC,RP,118.029998779296,453.862301445007,-40.4806842608353,53.3888204665082,13.9081362056728,19.8462097267672,8.0,17859,5.908136206
Kenta Maeda,23583,18498.0,sa379502,DET,SP,4.21,4.0,1,10,4.2,79.874,DET,SP,246.600006103515,586.484422457218,-22.1293764148946,16.8711655158394,-4.25821089905522,-6.7692108549258,,18498,0.0
Jurickson Profar,13702,10815.0,sa549315,SDP,OF,4.2,4.0,1,7,2.7,1.572,SDP,1B/OF/DH,622.780029296875,449.262446069717,-41.1171796010884,21.885622661012,-18.2315569400763,-27.4153724155132,,10815,0.0
Brendan Rodgers,18476,17907.0,sa874238,COL,2B,4.18,4.0,1,12,2.4,65.094,COL,2B,337.760009765625,599.927045717835,-20.2692816144965,15.7193073478921,-3.54997426660438,-5.72276371951672,,17907,0.0
Yusei Kikuchi,33656,20633.0,,TOR,SP,4.17,3.0,1,19,4.4,79.245,TOR,SP,229.050003051757,615.145734117878,-18.1634275253817,16.8711655158394,-0.292262009542322,-0.911662955600287,3.0,20633,-3.29226201
Will Benson,23632,21853.0,sa917927,CIN,OF,4.15,4.0,1,14,5.8,78.302,CIN,OF/DH,310.369995117187,474.745969963073,-37.5909504290839,21.885622661012,-14.7053277680718,-22.5489161537294,4.0,21853,-18.70532777
AJ Smith-Shawver,40707,29960.0,sa3017690,,SP,4.15,4.0,1,11,4.1,74.214,,SP,406.670013427734,233.839224910736,-70.925916020623,16.8711655158394,-53.0547505047836,-78.8679935902778,,29960,0.0
Brandon Marsh,23868,20202.0,sa917944,PHI,OF,4.15,4.0,1,12,2.6,75.786,PHI,OF,376.519989013671,567.908743572235,-24.6997470217278,21.885622661012,-1.81412436071577,-3.15797805567527,,20202,0.0
Joey Meneses,29736,14366.0,sa604598,WSN,1B,4.14,5.0,1,11,1.0,22.327,WSN,1B/DH,363.829986572265,565.258270463347,-25.0665006793179,13.8090861894163,-10.2574144899016,-15.6332671953226,,14366,0.0
Erik Swanson,21160,16587.0,sa829145,TOR,RP,4.14,4.0,1,10,2.7,69.497,TOR,RP,510.950012207031,380.603954219818,-50.6176544129752,53.3888204665082,3.77116605353302,5.08398856134843,3.0,16587,0.7711660535
Tyler Stephenson,22654,17988.0,sa874242,CIN,C,4.14,3.0,1,11,2.1,51.572,CIN,C/1B/DH,228.779998779296,462.230122178792,-39.3228046166754,26.5235068337783,-11.7992977828971,-17.9114596541153,,17988,0.0
Charlie Blackmon,8259,7859.0,sa454446,COL,OF,4.11,4.0,1,16,3.0,59.434,COL,OF/DH,433.049987792968,547.587819433212,-27.5116122802761,21.885622661012,-4.62598961926402,-7.31261820014476,,7859,0.0
Seth Lugo,23701,12447.0,sa599698,KCR,SP,4.07,4.0,1,9,3.8,84.906,KCR,SP,259.940002441406,566.011630875989,-24.9622560122456,16.8711655158394,-7.09109049640622,-11.0454680306966,3.0,12447,-10.0910905
Mitch Garver,23845,15161.0,sa578988,SEA,C,4.06,3.0,1,15,5.5,91.509,SEA,C/DH,179.889999389648,532.934484404325,-29.5392367823759,26.5235068337783,-2.0157299485976,-3.46838045081045,3.0,15161,-5.015729949
Masyn Winn,38404,27479.0,sa3014506,STL,2B/SS,4.05,4.0,1,10,3.1,75.472,STL,SS,363.519989013671,457.259880018234,-40.0105514515258,14.934803001757,-24.0757484497688,-36.9343435245671,4.0,27479,-28.07574845
Coby Mayo,38378,,sa3014479,BAL ST,1B/3B,4.05,4.0,1,12,5.9,87.736,BAL,3B,999.0,92.3194617651402,-90.5084164356957,12.1782023409494,-77.3302140947463,-123.821691932792,4.0,sa3014479,-81.33021409
Max Meyer,38307,27474.0,sa3014430,MIA,RP,4.04,3.0,1,14,3.2,78.931,MIA,SP,413.459991455078,306.220035314559,-60.9103731856767,16.8711655158394,-43.0392076698373,-66.8461983063643,6.0,27474,-49.03920767
Alejandro Kirk,27207,22581.0,sa3005337,TOR,C,4.03,3.0,1,17,2.8,56.604,TOR,C/DH,268.019989013671,427.822486336529,-44.0838890630195,26.5235068337783,-16.5603822292412,-25.37656844875,4.0,22581,-20.56038223
Robert Suarez,22078,30115.0,sa869798,SDP,RP,4.03,3.0,1,19,4.3,57.547,SDP,RP,212.860000610351,423.876052474975,-44.629968571734,53.3888204665082,9.75885189477419,13.9415439060829,,30115,0.0
LaMonte Wade Jr.,21964,18126.0,sa856280,SFG,1B/OF,4.01,3.0,1,14,2.6,68.239,SFG,1B/OF,390.019989013671,549.765163064003,-27.2103269219205,21.885622661012,-4.32470426090845,-6.86745737995268,,18126,0.0
Hunter Harvey,18283,15507.0,sa737510,WSN,RP,4.01,3.0,1,14,3.1,82.704,WSN,RP,265.679992675781,417.815502691269,-45.4685844372291,53.3888204665082,8.92023602927911,12.6169551871866,3.0,15507,5.920236029
Josh Harrison,5041,8202.0,sa454741,CIN ST,2B/3B/OF,4.0,5.0,1,6,1.0,0.943,,2B/3B/OF,999.0,103.26681420058,-88.9935995023859,15.7193073478921,-72.2742921544938,-107.265612947549,,8202,0.0
Ryan Yarbrough,19747,16502.0,sa738545,LAD,SP/RP,4.0,4.0,3,5,1.9,0.629,LAD,SP/RP,621.890014648437,252.163524371385,-68.3903295144125,16.8711655158394,-50.5191639985731,-75.1215660342447,,16502,0.0
Alec Burleson,38368,27615.0,sa3014466,STL,1B/OF,4.0,3.0,1,20,2.9,3.774,STL,1B/OF/DH,624.219970703125,238.765526282787,-70.2442494002252,21.885622661012,-47.3586267392131,-70.4517494646527,,27615,0.0
Alex Young,30976,18333.0,sa658917,CIN,RP,4.0,4.0,4,4,1.2,0.314,CIN,RP,999.0,173.990555870533,-79.2073500781093,53.3888204665082,-24.8185296116011,-37.1478804040964,,18333,0.0
Adrian Martinez,22569,21023.0,sa873428,,SP/RP,4.0,4.0,4,4,2.1,0.314,,RP,999.0,145.823492097854,-83.1049084527116,53.3888204665082,-28.7160879862034,-42.9066743005352,,21023,0.0
Jonathan Hernandez,19244,17464.0,sa737482,TEX,RP,4.0,4.0,4,4,1.7,0.629,TEX,RP,999.0,222.10091137886,-72.5501805367651,53.3888204665082,-18.1613600702568,-27.311653813606,,17464,0.0
David Hamilton,38344,27531.0,sa3014434,BOS ST,SS,4.0,4.0,3,5,2.4,0.629,BOS,SS,999.0,27.1912283591926,-99.5203991394317,14.934803001757,-83.5855961376747,-134.640208582492,43.0,27531,-126.5855961
Trevor Larnach,33622,21501.0,sa3008376,MIN,OF,4.0,3.0,1,9,1.4,3.774,MIN,OF,740.140014648437,204.481433856487,-74.9882387854936,21.885622661012,-52.1026161244815,-77.4611780583789,,21501,0.0
Jimmy Herget,23830,17556.0,sa658965,,RP,4.0,4.0,4,4,1.6,0.314,,RP,999.0,157.960837531089,-81.4254287341109,53.3888204665082,-27.0366082676027,-40.4251777780726,,17556,0.0
Jose Trevino,20399,16725.0,sa827368,NYY,C,4.0,4.0,3,5,1.7,0.629,NYY,C,544.369995117187,203.393040847778,-75.138842885381,26.5235068337783,-47.6153360516026,-70.8310474454042,,16725,0.0
Andrew Wantz,34643,24933.0,sa3006703,LAA,RP,4.0,4.0,4,4,1.4,0.314,LAA,RP,737.440002441406,166.683898687362,-80.2183934415371,53.3888204665082,-25.8295729750289,-38.6417362468423,,24933,0.0
Spencer Horwitz,37091,26477.0,sa1115496,TOR,1B/OF,4.0,4.0,3,5,2.0,0.629,TOR,1B/DH,746.570007324218,102.035757756233,-89.1639443559708,13.8090861894163,-74.3548581665544,-110.339730048519,,26477,0.0
Riley Adams,31564,19864.0,sa829749,WSN,C,4.0,4.0,4,4,1.0,0.314,WSN,C,725.380004882812,167.7710114941,-80.0679664869127,26.5235068337783,-52.5444596531343,-78.1140190350702,,19864,0.0
Nick Madrigal,33618,20521.0,sa3008139,CHC,2B/3B,4.0,3.0,1,14,1.1,3.774,CHC,2B/3B,704.679992675781,281.382607877254,-64.3472001156369,15.7193073478921,-47.6278927677448,-70.8496004812612,,20521,0.0
Lenyn Sosa,26411,22896.0,sa3004051,CHW,2B/SS/3B,4.0,4.0,4,4,1.1,0.314,CHW,2B/3B,745.890014648437,224.448422193527,-72.2253486512332,15.7193073478921,-55.5060413033411,-82.489870963845,,22896,0.0
Myles Straw,22922,17620.0,sa875569,CLE,OF,4.0,3.0,3,6,2.1,0.943,CLE,OF,643.940002441406,376.6539706707,-51.1642251022615,21.885622661012,-28.2786024412495,-42.2602724140418,,17620,0.0
Keston Hiura,23806,20003.0,sa3004043,DET ST,1B/OF,4.0,4.0,4,4,1.1,0.314,DET,1B/2B,738.320007324218,83.200550147891,-91.7702267055878,15.7193073478921,-75.0509193576956,-111.368187496446,,20003,0.0
Joey Bart,33613,21524.0,sa3007786,SFG ST,C,4.0,4.0,3,5,2.1,1.258,SFG,C,737.679992675781,75.8879236645996,-92.7820960584003,26.5235068337783,-65.258589224622,-96.8996393485277,,21524,0.0
Hector Neris,13080,11804.0,sa550523,CHC,RP,3.98,4.0,1,13,3.4,69.497,CHC,RP,416.269989013671,397.431346702575,-48.2891992703589,53.3888204665082,6.09962119614925,8.53488840857473,,11804,0.0
Maikel Garcia,26154,22715.0,sa3003246,KCR,SS/3B,3.95,3.0,1,12,3.6,69.811,KCR,3B/SS/DH,205.0,570.395883226394,-24.3555942883756,14.934803001757,-8.4207912866186,-12.9195850701117,,22715,0.0
Wilmer Flores,8583,5827.0,sa455617,SFG,1B/3B,3.92,4.0,1,11,2.1,76.101,SFG,1B/2B/3B/DH,365.380004882812,446.234195043146,-41.5362074857221,15.7193073478921,-24.81690013783,-37.1454727933038,,5827,0.0
Jack Flaherty,20920,17479.0,sa828681,DET,SP,3.88,3.0,1,15,2.6,47.484,DET,SP,359.100006103515,541.687529230117,-28.3280525624172,16.8711655158394,-10.4568870465778,-15.9279956461854,,17479,0.0
Alek Thomas,33681,23792.0,sa3006892,ARI,OF,3.87,4.0,1,10,1.9,54.088,ARI,OF,353.670013427734,506.073311328887,-33.2560952705994,21.885622661012,-10.3704726095874,-15.8003149588228,,23792,0.0
Travis d'Arnaud,4980,7739.0,sa389876,ATL,C,3.87,3.0,1,11,1.4,16.352,ATL,C/DH,392.079986572265,345.169753754884,-55.5207875859615,26.5235068337783,-27.9972807521832,-41.8446086906996,,7739,0.0
Robbie Ray,14941,11486.0,sa549085,SFG,SP/RP,3.85,3.0,1,18,2.1,57.233,SFG,SP,538.219970703125,212.321611499786,-73.903370647351,16.8711655158394,-56.0322051315116,-83.2672984584375,,11486,0.0
Matt Mervis,38733,27845.0,sa3015051,CHC ST,1B,3.85,4.0,1,9,1.5,22.956,CHC,1B,579.239990234375,145.322908772528,-83.1741756204774,13.8090861894163,-68.3650894310611,-101.489614073397,,27845,0.0
Parker Meadows,35450,23800.0,sa3007943,DET,OF,3.84,3.0,1,19,4.2,58.805,DET,OF,279.600006103515,504.30840268135,-33.5003108031495,21.885622661012,-10.6146881421375,-16.1611528945494,,23800,0.0
Luke Raley,32655,19354.0,sa918048,SEA,1B/OF,3.83,3.0,1,15,2.0,66.667,SEA,1B/OF/DH,331.869995117187,445.775115191936,-41.5997316973025,21.885622661012,-18.7141090362904,-28.671943714949,3.0,19354,-21.71410904
Ceddanne Rafaela,33907,24262.0,sa3005581,BOS,SS/OF,3.83,3.0,1,12,2.7,71.698,BOS,SS/OF,363.350006103515,338.401338911056,-56.4573527945414,14.934803001757,-40.5225497927844,-62.8134640933137,3.0,24262,-43.52254979
Michael Kopech,18493,17282.0,sa828680,CHW,SP,3.8,2.0,1,16,1.8,31.447,CHW,SP,464.25,403.885454821586,-47.3961255956283,16.8711655158394,-29.5249600797888,-44.1018142388856,,17282,0.0
Dylan Floro,27350,13394.0,sa502066,WSN,RP,3.77,3.0,1,9,1.8,8.176,WSN,RP,744.409973144531,251.435415077209,-68.4910801109264,53.3888204665082,-14.1022596444182,-21.314175261476,,13394,0.0
Oswald Peraza,26213,22823.0,sa3003305,NYY,2B/SS/3B,3.76,4.0,1,8,1.1,16.038,NYY,2B/3B/SS,600.109985351562,187.852638423442,-77.2892134778745,14.934803001757,-61.3544104761175,-96.7978697277665,3.0,22823,-64.35441048
Josiah Gray,33683,24580.0,sa3007475,WSN,SP,3.76,3.0,1,11,1.3,64.465,WSN,SP,386.890014648437,505.02880706787,-33.400626357073,16.8711655158394,-15.5294608412336,-23.8039167489599,4.0,24580,-19.52946084
Will Smith,16675,8048.0,sa454956,KCR,RP,3.75,3.0,1,11,3.7,66.038,LAD,C/DH,84.5999984741211,690.05191193819,-7.79844227064618,26.5235068337783,19.7250645631321,28.6670102542315,,19197,0.0
Will Smith,16675,8048.0,sa454956,KCR,RP,3.75,3.0,1,11,3.7,66.038,KCR,RP,282.670013427734,356.33941707611,-53.9752088500848,53.3888204665082,0.413611616423433,0.133588385413748,,8048,0.0
Dylan Lee,32719,19996.0,sa918185,ATL,RP,3.75,4.0,3,4,1.6,1.258,ATL,RP,999.0,197.980306965857,-75.8878185841343,53.3888204665082,-21.4989981176261,-32.2431436768395,,19996,0.0
Taijuan Walker,14646,11836.0,sa548165,PHI,SP,3.74,4.0,1,12,2.1,30.189,PHI,SP,420.600006103515,559.755352020263,-25.8279554775777,16.8711655158394,-7.9567899617383,-12.2340050887899,,11836,0.0
Andrew Benintendi,18491,17901.0,sa738659,CHW,OF,3.73,2.0,1,19,1.6,44.969,CHW,OF,365.760009765625,596.074833941459,-20.8023233397869,21.885622661012,2.08329932122512,2.60061682712426,,17901,0.0
J.D. Davis,18544,16219.0,sa597900,FA,1B/3B,3.72,3.0,1,12,1.0,18.239,,1B/3B/DH,469.83999633789,268.949308210611,-66.067631880579,12.1782023409494,-52.8894295396295,-78.6237254424839,,16219,0.0
Jordan Wicks,40840,30094.0,sa3017894,CHC,SP,3.68,3.0,1,12,2.0,38.679,CHC,SP,452.320007324218,416.30591430664,-45.6774705638838,16.8711655158394,-27.8063050480443,-42.7331189579051,3.0,30094,-30.80630505
Orlando Arcia,18433,13185.0,sa596917,ATL,SS,3.68,3.0,1,13,1.7,59.119,ATL,SS,332.700012207031,532.582106995582,-29.5879962672676,14.934803001757,-13.6531932655105,-20.9495441082973,7.0,13185,-20.65319327
Brady Singer,33620,25377.0,sa3008613,KCR,SP,3.68,2.0,1,18,1.9,30.503,KCR,SP,437.130004882812,628.79675540924,-16.2744960845536,16.8711655158394,1.59666943128581,1.88160226193686,,25377,0.0
Nick Pratto,23847,22117.0,sa3004138,KCR,1B/OF,3.67,3.0,1,10,1.6,3.774,KCR,1B/OF,714.140014648437,206.332289135456,-74.7321305680756,21.885622661012,-51.8465079070635,-77.0827682187969,,22117,0.0
Christian Bethancourt,18048,10028.0,sa503218,MIA,C,3.67,3.5,3,5,1.5,1.887,MIA,C,465.670013427734,273.670504716038,-65.4143462159326,26.5235068337783,-37.8908393821543,-56.4627258749357,,10028,0.0
Bryan Baker,31488,19804.0,sa739000,BAL ST,RP,3.67,4.0,3,4,1.9,0.943,BAL,RP,999.0,196.947950869798,-76.0306686937602,53.3888204665082,-21.641848227252,-32.4542102627256,,19804,0.0
Ken Waldichuk,37478,27681.0,sa1115814,OAK,SP/RP,3.67,4.0,1,5,2.2,1.887,OAK,SP/RP,750.710021972656,245.673075851891,-69.2884317158432,16.8711655158394,-51.4172662000038,-76.4485469230184,,27681,0.0
Jose Butto,26075,23313.0,sa3003166,NYM,SP,3.67,3.0,3,5,2.8,0.943,NYM,SP,702.409973144531,140.518587017059,-83.8389635672593,16.8711655158394,-65.9677980514199,-97.9475229388487,,23313,0.0
Steven Wilson,34715,20353.0,sa3006795,SDP,RP,3.67,3.5,3,5,1.6,1.887,SDP,RP,999.0,270.502218347787,-65.8527511972744,53.3888204665082,-11.4639307307662,-17.4159418074902,,20353,0.0
Luis Campusano,26404,22217.0,sa3004041,SDP,C,3.66,3.0,1,11,3.4,79.56,SDP,C/DH,190.059997558593,459.321529737114,-39.7252749955853,26.5235068337783,-12.2017681618069,-18.7483986932961,3.0,22217,-15.20176816
Michael Wacha,18171,14078.0,sa621625,KCR,SP,3.65,3.0,1,14,3.3,71.069,KCR,SP,288.380004882812,495.61374168396,-34.7034162833018,16.8711655158394,-16.8322507674624,-25.7918094764778,3.0,14078,-19.83225077
Matt Manning,23712,20369.0,sa917924,DET,SP,3.65,3.0,1,12,1.5,45.912,DET,SP,428.059997558593,391.006610071659,-49.1782087270256,16.8711655158394,-31.3070432111861,-46.7349112893139,,20369,0.0
Kyle Manzardo,40508,,sa3017342,CLE ST,1B,3.65,3.0,1,11,2.3,91.195,CLE,1B,375.049987792968,419.203931349515,-45.2764635336034,13.8090861894163,-30.4673773441871,-46.8947967083722,2.0,sa3017342,-32.46737734
Leody Taveras,23690,18900.0,sa912520,TEX,OF,3.65,3.0,1,9,2.9,59.748,TEX,OF,269.709991455078,496.657977294921,-34.5589223707162,21.885622661012,-11.6732997097041,-17.7252926066645,,18900,0.0
Miles Mikolas,6106,9803.0,sa501497,STL,SP,3.64,3.0,1,9,1.8,22.956,STL,SP,415.519989013671,646.865104103088,-13.7743262288922,16.8711655158394,4.09683928694715,5.57570034104823,,9803,0.0
Lance McCullers Jr.,18228,14120.0,sa657858,HOU,RP,3.63,3.0,1,16,1.2,16.352,HOU,SP,694.219970703125,170.016156136989,-79.7572993057074,16.8711655158394,-61.886133789868,-97.6835950888397,6.0,14120,-67.88613379
Rafael Montero,18198,12760.0,sa597041,HOU,RP,3.63,2.5,1,9,1.4,7.547,HOU,RP,746.349975585937,303.256807112693,-61.3204036733147,53.3888204665082,-6.9315832068065,-10.7192222849297,,12760,0.0
John Means,29666,16269.0,sa602859,BAL,SP/RP,3.62,3.0,1,11,1.3,53.145,BAL,SP,348.059997558593,406.925225329399,-46.9755037269375,16.8711655158394,-29.1043382110981,-44.7604808161603,4.0,16269,-33.10433821
Jose Quintana,10626,11423.0,sa505541,NYM,SP,3.62,3.0,1,8,1.6,38.679,NYM,SP,408.190002441406,605.913290786743,-19.440947508072,16.8711655158394,-1.56978199223258,-2.80604162063177,7.0,11423,-8.569781992
Tyler Wells,32804,20000.0,sa918346,BAL,SP/RP,3.6,3.0,1,13,2.2,57.547,BAL,SP,319.100006103515,408.416905295848,-46.7690956400889,16.8711655158394,-28.8979301242495,-44.4377613964961,3.0,20000,-31.89793012
Jose Abreu,18286,15676.0,,HOU,1B,3.6,2.0,1,23,1.6,22.642,HOU,1B/DH,289.140014648437,641.00423451066,-14.5853117667096,13.8090861894163,0.223774422706728,-0.146903442397396,,15676,0.0
Alex Cobb,17983,6562.0,sa326698,SFG,SP,3.58,2.0,1,12,2.2,33.962,SFG,SP,472.970001220703,444.902521204948,-41.7204750601557,16.8711655158394,-23.8493095443163,-35.7158201059988,,6562,0.0
Louie Varland,37202,27691.0,sa3010572,MIN,SP/RP,3.58,3.0,1,13,3.8,54.088,MIN,SP,310.350006103515,504.4859375,-33.4757447949637,16.8711655158394,-15.6045792791243,-23.9184051750494,4.0,27691,-19.60457928
Jackson Merrill,40142,,sa3016829,SDP ST,SS,3.56,3.0,1,12,7.3,86.164,SDP,SS,999.0,362.008006119728,-53.1908297299381,14.934803001757,-37.256026728181,-57.608300385756,2.0,sa3016829,-39.25602673
Oscar Colas,40928,30162.0,sa3018099,CHW ST,OF,3.55,4.0,1,8,1.6,9.119,,OF,615.440002441406,162.138026458024,-80.8474189771882,21.885622661012,-57.9617963161761,-86.1183443874166,,30162,0.0
Everson Pereira,33662,23695.0,sa3007034,NYY,OF,3.55,3.0,1,12,1.3,6.289,NYY,OF,742.489990234375,54.5707593418657,-95.7318139629494,21.885622661012,-72.8461913019373,-108.110616152924,,23695,0.0
Matthew Liberatore,33611,22294.0,sa3008163,STL,SP/RP,3.53,3.0,1,8,1.1,10.692,STL,SP/RP,668.02001953125,245.372806596756,-69.3299808442661,16.8711655158394,-51.4588153284267,-76.5099373742105,,22294,0.0
Patrick Sandoval,22876,19447.0,sa875337,LAA,SP,3.53,2.0,1,14,1.6,38.05,LAA,SP,430.0,611.494910621643,-18.6686025697805,16.8711655158394,-0.797437053941125,-1.65578306739929,,19447,0.0
Ben Joyce,42310,31461.0,sa3020078,LAA,RP,3.53,3.0,1,9,1.5,35.22,LAA,RP,657.590026855468,233.834887909889,-70.9265161440192,53.3888204665082,-16.537695677511,-24.9126266032018,,31461,0.0
Clarke Schmidt,33679,19899.0,sa3007582,NYY,SP,3.51,3.0,1,14,1.4,46.855,NYY,SP,348.58999633789,558.718169558793,-25.971473425395,16.8711655158394,-8.10030790955564,-12.4460584315456,,19899,0.0
David Robertson,2499,8241.0,sa328019,TEX,RP,3.51,3.0,1,19,2.0,55.346,TEX,RP,323.290008544921,356.524674367904,-53.9495742608739,53.3888204665082,0.439246205634246,0.171464486730642,,8241,0.0
Casey Schmitt,38383,27577.0,sa3014484,SFG,2B/SS/3B,3.5,3.0,1,6,1.8,2.516,SFG,2B/3B/SS,658.460021972656,91.2137466013431,-90.6614174524635,14.934803001757,-74.7266144507065,-110.88901439897,,27577,0.0
Cal Quantrill,23629,19312.0,sa738477,COL,SP,3.5,3.0,1,7,6.1,3.145,COL,SP,711.109985351562,398.219047546386,-48.180202818146,16.8711655158394,-30.3090373023066,-45.2603187920939,,19312,0.0
Daniel Bard,1626,7115.0,sa326498,COL,RP,3.5,3.0,1,7,2.2,3.145,COL,RP,736.630004882812,208.725399589538,-74.400988928076,53.3888204665082,-20.0121684615678,-30.0462951051419,,7115,0.0
Osleivis Basabe,34565,23985.0,sa3006594,TBR,2B/SS/3B,3.5,2.0,1,8,1.3,1.887,TBR,3B/SS,999.0,38.6783702380955,-97.9308899739861,14.934803001757,-81.9960869722291,-121.62994242716,,23985,0.0
Eli Morgan,31983,20203.0,sa915827,CLE,RP,3.5,3.5,3,4,1.6,1.258,CLE,RP,999.0,290.540118610858,-63.0800487739734,53.3888204665082,-8.69122830746522,-13.3191662733519,,20203,0.0
Shea Langeliers,36669,25816.0,sa3010329,OAK,C,3.5,3.0,1,9,1.8,43.396,OAK,C/DH,245.83999633789,474.137203741073,-37.6751871782843,26.5235068337783,-10.151680344506,-15.4770408883307,,25816,0.0
Brian Anderson,23758,18289.0,sa599204,SEA,3B/OF,3.5,3.0,3,5,2.1,1.887,SEA,3B/OF,750.210021972656,142.970605495572,-83.4996706529273,12.1782023409494,-70.3214683119778,-104.380239864138,,18289,0.0
Noah Syndergaard,14402,11762.0,sa548169,FA,SP,3.5,2.5,1,8,2.6,1.258,,SP,735.299987792968,213.199782848358,-73.7818555287861,16.8711655158394,-55.9106900129467,-83.087755150587,,11762,0.0
Brock Burke,20985,17968.0,sa828798,TEX,RP,3.5,5.0,1,5,1.8,3.145,TEX,RP,999.0,322.867006975412,-58.606883395894,53.3888204665082,-4.21806292938582,-6.7098906702191,,17968,0.0
Pedro León,38482,,sa3014838,HOU ST,2B/OF,3.5,3.5,2,5,1.8,0.629,HOU,OF,999.0,15.1818551024422,-101.182170976508,21.885622661012,-78.2965483154961,-116.163730355812,,sa3014838,0.0
Kyle Lewis,23621,19508.0,sa857836,ARI AAA,Util,3.5,3.5,3,4,1.6,1.258,,DH,999.0,69.5271688304841,-93.662252168124,12.1782023409494,-80.4840498271745,-119.395848811303,,19508,0.0
